email_id,sender_domain,email_body,phishing_label
EM-0227,hr-portal.org,Reminder REF-227: annual benefits enrollment closes Wednesday. Visit the HR portal to update your selections.,Legitimate
EM-0228,secure-login-update.net,Congratulations! Prize code WIN-228 expires in 5 hours. Provide card details at account-alert-secure.com to claim.,Phishing
EM-0229,company.com,IT ticket #1229 resolved. Your laptop patch KB-29 installed successfully. Contact helpdesk with questions.,Legitimate
EM-0230,hr-portal.org,"Hi team, sprint 3 review is scheduled for Monday at 11pm in conference room C. Agenda attached.",Legitimate
EM-0231,hr-portal.org,Your order #48231 has shipped via route 11. Track delivery in your account dashboard. Thank you for your purchase.,Legitimate
EM-0232,bank-verify-now.io,Security alert #232: unusual sign-in detected in region 8. Reset your banking PIN now before funds are locked.,Phishing
EM-0233,invoice-pay-center.biz,Congratulations! Prize code WIN-233 expires in 5 hours. Provide card details at account-alert-secure.com to claim.,Phishing
EM-0234,invoice-pay-center.biz,Mailbox 234: Your subscription payment failed. Update billing at bank-verify-now.io within 7 hours or lose access.,Phishing
EM-0235,university.edu,"Hi team, sprint 8 review is scheduled for Monday at 5pm in conference room B. Agenda attached.",Legitimate
EM-0236,company.com,Your order #48236 has shipped via route 16. Track delivery in your account dashboard. Thank you for your purchase.,Legitimate
EM-0237,bank-verify-now.io,Security alert #237: unusual sign-in detected in region 4. Reset your banking PIN now before funds are locked.,Phishing
EM-0238,secure-login-update.net,Congratulations! Prize code WIN-238 expires in 5 hours. Provide card details at account-alert-secure.com to claim.,Phishing
EM-0239,university.edu,IT ticket #1239 resolved. Your laptop patch KB-39 installed successfully. Contact helpdesk with questions.,Legitimate
EM-0240,shop-retail.com,"Hi team, sprint 1 review is scheduled for Monday at 10pm in conference room A. Agenda attached.",Legitimate
EM-0241,university.edu,Your order #48241 has shipped via route 1. Track delivery in your account dashboard. Thank you for your purchase.,Legitimate
EM-0242,account-alert-secure.com,Security alert #242: unusual sign-in detected in region 9. Reset your banking PIN now before funds are locked.,Phishing
EM-0243,account-alert-secure.com,Congratulations! Prize code WIN-243 expires in 5 hours. Provide card details at account-alert-secure.com to claim.,Phishing
EM-0244,account-alert-secure.com,Mailbox 244: Your subscription payment failed. Update billing at bank-verify-now.io within 5 hours or lose access.,Phishing
EM-0245,invoice-pay-center.biz,URGENT EM-0245: Account user-245 suspended in 11 hours. Verify credentials at secure-login-update.net immediately.,Phishing
EM-0246,account-alert-secure.com,Invoice INV-8246 is overdue. Confirm your password on invoice-pay-center.biz to avoid legal action by Tuesday.,Phishing
EM-0247,account-alert-secure.com,Security alert #247: unusual sign-in detected in region 5. Reset your banking PIN now before funds are locked.,Phishing
EM-0248,university.edu,Project kickoff notes for initiative P-248 are in /shared/projects/48. Please review action items by EOD.,Legitimate
EM-0249,company.com,IT ticket #1249 resolved. Your laptop patch KB-49 installed successfully. Contact helpdesk with questions.,Legitimate
EM-0250,shop-retail.com,"Hi team, sprint 11 review is scheduled for Monday at 9pm in conference room E. Agenda attached.",Legitimate
EM-0251,secure-login-update.net,Invoice INV-8251 is overdue. Confirm your password on invoice-pay-center.biz to avoid legal action by Tuesday.,Phishing
EM-0252,account-alert-secure.com,Security alert #252: unusual sign-in detected in region 1. Reset your banking PIN now before funds are locked.,Phishing
EM-0253,shop-retail.com,Project kickoff notes for initiative P-253 are in /shared/projects/3. Please review action items by EOD.,Legitimate
EM-0254,shop-retail.com,IT ticket #1254 resolved. Your laptop patch KB-54 installed successfully. Contact helpdesk with questions.,Legitimate
EM-0255,company.com,"Hi team, sprint 4 review is scheduled for Monday at 3pm in conference room D. Agenda attached.",Legitimate
EM-0256,hr-portal.org,Your order #48256 has shipped via route 16. Track delivery in your account dashboard. Thank you for your purchase.,Legitimate
EM-0257,hr-portal.org,Reminder REF-257: annual benefits enrollment closes Wednesday. Visit the HR portal to update your selections.,Legitimate
EM-0258,invoice-pay-center.biz,Congratulations! Prize code WIN-258 expires in 5 hours. Provide card details at account-alert-secure.com to claim.,Phishing
EM-0259,hr-portal.org,IT ticket #1259 resolved. Your laptop patch KB-59 installed successfully. Contact helpdesk with questions.,Legitimate
EM-0260,hr-portal.org,"Hi team, sprint 9 review is scheduled for Monday at 8pm in conference room C. Agenda attached.",Legitimate
EM-0261,invoice-pay-center.biz,Invoice INV-8261 is overdue. Confirm your password on invoice-pay-center.biz to avoid legal action by Tuesday.,Phishing
EM-0262,university.edu,Reminder REF-262: annual benefits enrollment closes Wednesday. Visit the HR portal to update your selections.,Legitimate
EM-0263,invoice-pay-center.biz,Congratulations! Prize code WIN-263 expires in 5 hours. Provide card details at account-alert-secure.com to claim.,Phishing
EM-0264,account-alert-secure.com,Mailbox 264: Your subscription payment failed. Update billing at bank-verify-now.io within 1 hours or lose access.,Phishing
EM-0265,company.com,"Hi team, sprint 2 review is scheduled for Monday at 2pm in conference room B. Agenda attached.",Legitimate
EM-0266,hr-portal.org,Your order #48266 has shipped via route 6. Track delivery in your account dashboard. Thank you for your purchase.,Legitimate
EM-0267,secure-login-update.net,Security alert #267: unusual sign-in detected in region 7. Reset your banking PIN now before funds are locked.,Phishing
EM-0268,company.com,Project kickoff notes for initiative P-268 are in /shared/projects/18. Please review action items by EOD.,Legitimate
EM-0269,university.edu,IT ticket #1269 resolved. Your laptop patch KB-69 installed successfully. Contact helpdesk with questions.,Legitimate
EM-0270,account-alert-secure.com,URGENT EM-0270: Account user-270 suspended in 36 hours. Verify credentials at secure-login-update.net immediately.,Phishing
EM-0271,shop-retail.com,Your order #48271 has shipped via route 11. Track delivery in your account dashboard. Thank you for your purchase.,Legitimate
EM-0272,university.edu,Reminder REF-272: annual benefits enrollment closes Wednesday. Visit the HR portal to update your selections.,Legitimate
EM-0273,university.edu,Project kickoff notes for initiative P-273 are in /shared/projects/23. Please review action items by EOD.,Legitimate
EM-0274,shop-retail.com,IT ticket #1274 resolved. Your laptop patch KB-74 installed successfully. Contact helpdesk with questions.,Legitimate
EM-0275,hr-portal.org,"Hi team, sprint 12 review is scheduled for Monday at 1pm in conference room F. Agenda attached.",Legitimate
EM-0276,company.com,Your order #48276 has shipped via route 16. Track delivery in your account dashboard. Thank you for your purchase.,Legitimate
EM-0277,shop-retail.com,Reminder REF-277: annual benefits enrollment closes Wednesday. Visit the HR portal to update your selections.,Legitimate
EM-0278,hr-portal.org,Project kickoff notes for initiative P-278 are in /shared/projects/28. Please review action items by EOD.,Legitimate
EM-0279,invoice-pay-center.biz,Mailbox 279: Your subscription payment failed. Update billing at bank-verify-now.io within 4 hours or lose access.,Phishing
EM-0280,university.edu,"Hi team, sprint 5 review is scheduled for Monday at 6pm in conference room E. Agenda attached.",Legitimate
EM-0281,university.edu,Your order #48281 has shipped via route 1. Track delivery in your account dashboard. Thank you for your purchase.,Legitimate
EM-0282,shop-retail.com,Reminder REF-282: annual benefits enrollment closes Wednesday. Visit the HR portal to update your selections.,Legitimate
EM-0283,company.com,Project kickoff notes for initiative P-283 are in /shared/projects/33. Please review action items by EOD.,Legitimate
EM-0284,secure-login-update.net,Mailbox 284: Your subscription payment failed. Update billing at bank-verify-now.io within 9 hours or lose access.,Phishing
EM-0285,account-alert-secure.com,URGENT EM-0285: Account user-285 suspended in 4 hours. Verify credentials at secure-login-update.net immediately.,Phishing
EM-0286,company.com,Your order #48286 has shipped via route 6. Track delivery in your account dashboard. Thank you for your purchase.,Legitimate
EM-0287,secure-login-update.net,Security alert #287: unusual sign-in detected in region 9. Reset your banking PIN now before funds are locked.,Phishing
EM-0288,bank-verify-now.io,Congratulations! Prize code WIN-288 expires in 5 hours. Provide card details at account-alert-secure.com to claim.,Phishing
EM-0289,account-alert-secure.com,Mailbox 289: Your subscription payment failed. Update billing at bank-verify-now.io within 2 hours or lose access.,Phishing
EM-0290,university.edu,"Hi team, sprint 3 review is scheduled for Monday at 5pm in conference room C. Agenda attached.",Legitimate
EM-0291,invoice-pay-center.biz,Invoice INV-8291 is overdue. Confirm your password on invoice-pay-center.biz to avoid legal action by Tuesday.,Phishing
EM-0292,hr-portal.org,Reminder REF-292: annual benefits enrollment closes Wednesday. Visit the HR portal to update your selections.,Legitimate
EM-0293,university.edu,Project kickoff notes for initiative P-293 are in /shared/projects/43. Please review action items by EOD.,Legitimate
EM-0294,hr-portal.org,IT ticket #1294 resolved. Your laptop patch KB-94 installed successfully. Contact helpdesk with questions.,Legitimate
EM-0295,shop-retail.com,"Hi team, sprint 8 review is scheduled for Monday at 10pm in conference room B. Agenda attached.",Legitimate
EM-0296,hr-portal.org,Your order #48296 has shipped via route 16. Track delivery in your account dashboard. Thank you for your purchase.,Legitimate
EM-0297,hr-portal.org,Reminder REF-297: annual benefits enrollment closes Wednesday. Visit the HR portal to update your selections.,Legitimate
EM-0298,hr-portal.org,Project kickoff notes for initiative P-298 are in /shared/projects/48. Please review action items by EOD.,Legitimate
EM-0299,shop-retail.com,IT ticket #1299 resolved. Your laptop patch KB-99 installed successfully. Contact helpdesk with questions.,Legitimate
EM-0300,bank-verify-now.io,URGENT EM-0300: Account user-300 suspended in 19 hours. Verify credentials at secure-login-update.net immediately.,Phishing
EM-0301,company.com,Your order #48301 has shipped via route 1. Track delivery in your account dashboard. Thank you for your purchase.,Legitimate
EM-0302,company.com,Reminder REF-302: annual benefits enrollment closes Wednesday. Visit the HR portal to update your selections.,Legitimate
EM-0303,university.edu,Project kickoff notes for initiative P-303 are in /shared/projects/3. Please review action items by EOD.,Legitimate
EM-0304,bank-verify-now.io,Mailbox 304: Your subscription payment failed. Update billing at bank-verify-now.io within 5 hours or lose access.,Phishing
EM-0305,hr-portal.org,"Hi team, sprint 6 review is scheduled for Monday at 9pm in conference room F. Agenda attached.",Legitimate
EM-0306,account-alert-secure.com,Invoice INV-8306 is overdue. Confirm your password on invoice-pay-center.biz to avoid legal action by Tuesday.,Phishing
EM-0307,university.edu,Reminder REF-307: annual benefits enrollment closes Wednesday. Visit the HR portal to update your selections.,Legitimate
EM-0308,invoice-pay-center.biz,Congratulations! Prize code WIN-308 expires in 5 hours. Provide card details at account-alert-secure.com to claim.,Phishing
EM-0309,invoice-pay-center.biz,Mailbox 309: Your subscription payment failed. Update billing at bank-verify-now.io within 10 hours or lose access.,Phishing
EM-0310,invoice-pay-center.biz,URGENT EM-0310: Account user-310 suspended in 29 hours. Verify credentials at secure-login-update.net immediately.,Phishing
EM-0311,invoice-pay-center.biz,Invoice INV-8311 is overdue. Confirm your password on invoice-pay-center.biz to avoid legal action by Tuesday.,Phishing
EM-0312,invoice-pay-center.biz,Security alert #312: unusual sign-in detected in region 7. Reset your banking PIN now before funds are locked.,Phishing
EM-0313,shop-retail.com,Project kickoff notes for initiative P-313 are in /shared/projects/13. Please review action items by EOD.,Legitimate
EM-0314,bank-verify-now.io,Mailbox 314: Your subscription payment failed. Update billing at bank-verify-now.io within 3 hours or lose access.,Phishing
EM-0315,company.com,"Hi team, sprint 4 review is scheduled for Monday at 8pm in conference room D. Agenda attached.",Legitimate
EM-0316,shop-retail.com,Your order #48316 has shipped via route 16. Track delivery in your account dashboard. Thank you for your purchase.,Legitimate
EM-0317,shop-retail.com,Reminder REF-317: annual benefits enrollment closes Wednesday. Visit the HR portal to update your selections.,Legitimate
EM-0318,university.edu,Project kickoff notes for initiative P-318 are in /shared/projects/18. Please review action items by EOD.,Legitimate
EM-0319,shop-retail.com,IT ticket #1319 resolved. Your laptop patch KB-119 installed successfully. Contact helpdesk with questions.,Legitimate
EM-0320,invoice-pay-center.biz,URGENT EM-0320: Account user-320 suspended in 39 hours. Verify credentials at secure-login-update.net immediately.,Phishing
EM-0321,hr-portal.org,Your order #48321 has shipped via route 1. Track delivery in your account dashboard. Thank you for your purchase.,Legitimate
EM-0322,bank-verify-now.io,Security alert #322: unusual sign-in detected in region 8. Reset your banking PIN now before funds are locked.,Phishing
EM-0323,bank-verify-now.io,Congratulations! Prize code WIN-323 expires in 5 hours. Provide card details at account-alert-secure.com to claim.,Phishing
EM-0324,hr-portal.org,IT ticket #1324 resolved. Your laptop patch KB-124 installed successfully. Contact helpdesk with questions.,Legitimate
EM-0325,invoice-pay-center.biz,URGENT EM-0325: Account user-325 suspended in 44 hours. Verify credentials at secure-login-update.net immediately.,Phishing
EM-0326,university.edu,Your order #48326 has shipped via route 6. Track delivery in your account dashboard. Thank you for your purchase.,Legitimate
EM-0327,shop-retail.com,Reminder REF-327: annual benefits enrollment closes Wednesday. Visit the HR portal to update your selections.,Legitimate
EM-0328,hr-portal.org,Project kickoff notes for initiative P-328 are in /shared/projects/28. Please review action items by EOD.,Legitimate
EM-0329,university.edu,IT ticket #1329 resolved. Your laptop patch KB-129 installed successfully. Contact helpdesk with questions.,Legitimate
EM-0330,secure-login-update.net,URGENT EM-0330: Account user-330 suspended in 2 hours. Verify credentials at secure-login-update.net immediately.,Phishing
EM-0331,secure-login-update.net,Invoice INV-8331 is overdue. Confirm your password on invoice-pay-center.biz to avoid legal action by Tuesday.,Phishing
EM-0332,university.edu,Reminder REF-332: annual benefits enrollment closes Wednesday. Visit the HR portal to update your selections.,Legitimate
EM-0333,university.edu,Project kickoff notes for initiative P-333 are in /shared/projects/33. Please review action items by EOD.,Legitimate
EM-0334,invoice-pay-center.biz,Mailbox 334: Your subscription payment failed. Update billing at bank-verify-now.io within 11 hours or lose access.,Phishing
EM-0335,secure-login-update.net,URGENT EM-0335: Account user-335 suspended in 7 hours. Verify credentials at secure-login-update.net immediately.,Phishing
EM-0336,university.edu,Your order #48336 has shipped via route 16. Track delivery in your account dashboard. Thank you for your purchase.,Legitimate
EM-0337,account-alert-secure.com,Security alert #337: unusual sign-in detected in region 5. Reset your banking PIN now before funds are locked.,Phishing
EM-0338,account-alert-secure.com,Congratulations! Prize code WIN-338 expires in 5 hours. Provide card details at account-alert-secure.com to claim.,Phishing
EM-0339,account-alert-secure.com,Mailbox 339: Your subscription payment failed. Update billing at bank-verify-now.io within 4 hours or lose access.,Phishing
EM-0340,hr-portal.org,"Hi team, sprint 5 review is scheduled for Monday at 11pm in conference room E. Agenda attached.",Legitimate
EM-0341,hr-portal.org,Your order #48341 has shipped via route 1. Track delivery in your account dashboard. Thank you for your purchase.,Legitimate
EM-0342,shop-retail.com,Reminder REF-342: annual benefits enrollment closes Wednesday. Visit the HR portal to update your selections.,Legitimate
EM-0343,secure-login-update.net,Congratulations! Prize code WIN-343 expires in 5 hours. Provide card details at account-alert-secure.com to claim.,Phishing
EM-0344,company.com,IT ticket #1344 resolved. Your laptop patch KB-144 installed successfully. Contact helpdesk with questions.,Legitimate
EM-0345,secure-login-update.net,URGENT EM-0345: Account user-345 suspended in 17 hours. Verify credentials at secure-login-update.net immediately.,Phishing
EM-0346,university.edu,Your order #48346 has shipped via route 6. Track delivery in your account dashboard. Thank you for your purchase.,Legitimate
EM-0347,company.com,Reminder REF-347: annual benefits enrollment closes Wednesday. Visit the HR portal to update your selections.,Legitimate
EM-0348,bank-verify-now.io,Congratulations! Prize code WIN-348 expires in 5 hours. Provide card details at account-alert-secure.com to claim.,Phishing
EM-0349,secure-login-update.net,Mailbox 349: Your subscription payment failed. Update billing at bank-verify-now.io within 2 hours or lose access.,Phishing
EM-0350,company.com,"Hi team, sprint 3 review is scheduled for Monday at 10pm in conference room C. Agenda attached.",Legitimate
EM-0351,shop-retail.com,Your order #48351 has shipped via route 11. Track delivery in your account dashboard. Thank you for your purchase.,Legitimate
EM-0352,invoice-pay-center.biz,Security alert #352: unusual sign-in detected in region 2. Reset your banking PIN now before funds are locked.,Phishing
EM-0353,secure-login-update.net,Congratulations! Prize code WIN-353 expires in 5 hours. Provide card details at account-alert-secure.com to claim.,Phishing
EM-0354,shop-retail.com,IT ticket #1354 resolved. Your laptop patch KB-154 installed successfully. Contact helpdesk with questions.,Legitimate
EM-0355,company.com,"Hi team, sprint 8 review is scheduled for Monday at 4pm in conference room B. Agenda attached.",Legitimate
EM-0356,secure-login-update.net,Invoice INV-8356 is overdue. Confirm your password on invoice-pay-center.biz to avoid legal action by Tuesday.,Phishing
EM-0357,secure-login-update.net,Security alert #357: unusual sign-in detected in region 7. Reset your banking PIN now before funds are locked.,Phishing
EM-0358,bank-verify-now.io,Congratulations! Prize code WIN-358 expires in 5 hours. Provide card details at account-alert-secure.com to claim.,Phishing
EM-0359,account-alert-secure.com,Mailbox 359: Your subscription payment failed. Update billing at bank-verify-now.io within 12 hours or lose access.,Phishing
EM-0360,account-alert-secure.com,URGENT EM-0360: Account user-360 suspended in 32 hours. Verify credentials at secure-login-update.net immediately.,Phishing
EM-0361,shop-retail.com,Your order #48361 has shipped via route 1. Track delivery in your account dashboard. Thank you for your purchase.,Legitimate
EM-0362,secure-login-update.net,Security alert #362: unusual sign-in detected in region 3. Reset your banking PIN now before funds are locked.,Phishing
EM-0363,invoice-pay-center.biz,Congratulations! Prize code WIN-363 expires in 5 hours. Provide card details at account-alert-secure.com to claim.,Phishing
EM-0364,university.edu,IT ticket #1364 resolved. Your laptop patch KB-164 installed successfully. Contact helpdesk with questions.,Legitimate
EM-0365,invoice-pay-center.biz,URGENT EM-0365: Account user-365 suspended in 37 hours. Verify credentials at secure-login-update.net immediately.,Phishing
EM-0366,company.com,Your order #48366 has shipped via route 6. Track delivery in your account dashboard. Thank you for your purchase.,Legitimate
EM-0367,hr-portal.org,Reminder REF-367: annual benefits enrollment closes Wednesday. Visit the HR portal to update your selections.,Legitimate
EM-0368,secure-login-update.net,Congratulations! Prize code WIN-368 expires in 5 hours. Provide card details at account-alert-secure.com to claim.,Phishing
EM-0369,shop-retail.com,IT ticket #1369 resolved. Your laptop patch KB-169 installed successfully. Contact helpdesk with questions.,Legitimate
EM-0370,account-alert-secure.com,URGENT EM-0370: Account user-370 suspended in 42 hours. Verify credentials at secure-login-update.net immediately.,Phishing
EM-0371,invoice-pay-center.biz,Invoice INV-8371 is overdue. Confirm your password on invoice-pay-center.biz to avoid legal action by Tuesday.,Phishing
EM-0372,invoice-pay-center.biz,Security alert #372: unusual sign-in detected in region 4. Reset your banking PIN now before funds are locked.,Phishing
EM-0373,university.edu,Project kickoff notes for initiative P-373 are in /shared/projects/23. Please review action items by EOD.,Legitimate
EM-0374,hr-portal.org,IT ticket #1374 resolved. Your laptop patch KB-174 installed successfully. Contact helpdesk with questions.,Legitimate
EM-0375,invoice-pay-center.biz,URGENT EM-0375: Account user-375 suspended in 47 hours. Verify credentials at secure-login-update.net immediately.,Phishing
EM-0376,bank-verify-now.io,Invoice INV-8376 is overdue. Confirm your password on invoice-pay-center.biz to avoid legal action by Tuesday.,Phishing
EM-0377,hr-portal.org,Reminder REF-377: annual benefits enrollment closes Wednesday. Visit the HR portal to update your selections.,Legitimate
EM-0378,secure-login-update.net,Congratulations! Prize code WIN-378 expires in 5 hours. Provide card details at account-alert-secure.com to claim.,Phishing
EM-0379,company.com,IT ticket #1379 resolved. Your laptop patch KB-179 installed successfully. Contact helpdesk with questions.,Legitimate
EM-0380,university.edu,"Hi team, sprint 9 review is scheduled for Monday at 7pm in conference room C. Agenda attached.",Legitimate
EM-0381,company.com,Your order #48381 has shipped via route 1. Track delivery in your account dashboard. Thank you for your purchase.,Legitimate
EM-0382,shop-retail.com,Reminder REF-382: annual benefits enrollment closes Wednesday. Visit the HR portal to update your selections.,Legitimate
EM-0383,bank-verify-now.io,Congratulations! Prize code WIN-383 expires in 5 hours. Provide card details at account-alert-secure.com to claim.,Phishing
EM-0384,account-alert-secure.com,Mailbox 384: Your subscription payment failed. Update billing at bank-verify-now.io within 1 hours or lose access.,Phishing
EM-0385,shop-retail.com,"Hi team, sprint 2 review is scheduled for Monday at 1pm in conference room B. Agenda attached.",Legitimate
EM-0386,bank-verify-now.io,Invoice INV-8386 is overdue. Confirm your password on invoice-pay-center.biz to avoid legal action by Tuesday.,Phishing
EM-0387,secure-login-update.net,Security alert #387: unusual sign-in detected in region 1. Reset your banking PIN now before funds are locked.,Phishing
EM-0388,university.edu,Project kickoff notes for initiative P-388 are in /shared/projects/38. Please review action items by EOD.,Legitimate
EM-0389,company.com,IT ticket #1389 resolved. Your laptop patch KB-189 installed successfully. Contact helpdesk with questions.,Legitimate
EM-0390,shop-retail.com,"Hi team, sprint 7 review is scheduled for Monday at 6pm in conference room A. Agenda attached.",Legitimate
EM-0391,university.edu,Your order #48391 has shipped via route 11. Track delivery in your account dashboard. Thank you for your purchase.,Legitimate
EM-0392,university.edu,Reminder REF-392: annual benefits enrollment closes Wednesday. Visit the HR portal to update your selections.,Legitimate
EM-0393,invoice-pay-center.biz,Congratulations! Prize code WIN-393 expires in 5 hours. Provide card details at account-alert-secure.com to claim.,Phishing
EM-0394,shop-retail.com,IT ticket #1394 resolved. Your laptop patch KB-194 installed successfully. Contact helpdesk with questions.,Legitimate
EM-0395,account-alert-secure.com,URGENT EM-0395: Account user-395 suspended in 20 hours. Verify credentials at secure-login-update.net immediately.,Phishing
EM-0396,bank-verify-now.io,Invoice INV-8396 is overdue. Confirm your password on invoice-pay-center.biz to avoid legal action by Tuesday.,Phishing
EM-0397,hr-portal.org,Reminder REF-397: annual benefits enrollment closes Wednesday. Visit the HR portal to update your selections.,Legitimate
EM-0398,account-alert-secure.com,Congratulations! Prize code WIN-398 expires in 5 hours. Provide card details at account-alert-secure.com to claim.,Phishing
EM-0399,shop-retail.com,IT ticket #1399 resolved. Your laptop patch KB-199 installed successfully. Contact helpdesk with questions.,Legitimate
EM-0400,hr-portal.org,"Hi team, sprint 5 review is scheduled for Monday at 5pm in conference room E. Agenda attached.",Legitimate
EM-0401,university.edu,Your order #48401 has shipped via route 1. Track delivery in your account dashboard. Thank you for your purchase.,Legitimate
EM-0402,bank-verify-now.io,Security alert #402: unusual sign-in detected in region 7. Reset your banking PIN now before funds are locked.,Phishing
EM-0403,account-alert-secure.com,Congratulations! Prize code WIN-403 expires in 5 hours. Provide card details at account-alert-secure.com to claim.,Phishing
EM-0404,company.com,IT ticket #1404 resolved. Your laptop patch KB-4 installed successfully. Contact helpdesk with questions.,Legitimate
EM-0405,invoice-pay-center.biz,URGENT EM-0405: Account user-405 suspended in 30 hours. Verify credentials at secure-login-update.net immediately.,Phishing
EM-0406,invoice-pay-center.biz,Invoice INV-8406 is overdue. Confirm your password on invoice-pay-center.biz to avoid legal action by Tuesday.,Phishing
EM-0407,company.com,Reminder REF-407: annual benefits enrollment closes Wednesday. Visit the HR portal to update your selections.,Legitimate
EM-0408,hr-portal.org,Project kickoff notes for initiative P-408 are in /shared/projects/8. Please review action items by EOD.,Legitimate
EM-0409,shop-retail.com,IT ticket #1409 resolved. Your laptop patch KB-9 installed successfully. Contact helpdesk with questions.,Legitimate
EM-0410,invoice-pay-center.biz,URGENT EM-0410: Account user-410 suspended in 35 hours. Verify credentials at secure-login-update.net immediately.,Phishing
EM-0411,hr-portal.org,Your order #48411 has shipped via route 11. Track delivery in your account dashboard. Thank you for your purchase.,Legitimate
EM-0412,company.com,Reminder REF-412: annual benefits enrollment closes Wednesday. Visit the HR portal to update your selections.,Legitimate
EM-0413,shop-retail.com,Project kickoff notes for initiative P-413 are in /shared/projects/13. Please review action items by EOD.,Legitimate
EM-0414,university.edu,IT ticket #1414 resolved. Your laptop patch KB-14 installed successfully. Contact helpdesk with questions.,Legitimate
EM-0415,shop-retail.com,"Hi team, sprint 8 review is scheduled for Monday at 9pm in conference room B. Agenda attached.",Legitimate
EM-0416,company.com,Your order #48416 has shipped via route 16. Track delivery in your account dashboard. Thank you for your purchase.,Legitimate
EM-0417,university.edu,Reminder REF-417: annual benefits enrollment closes Wednesday. Visit the HR portal to update your selections.,Legitimate
EM-0418,bank-verify-now.io,Congratulations! Prize code WIN-418 expires in 5 hours. Provide card details at account-alert-secure.com to claim.,Phishing
EM-0419,bank-verify-now.io,Mailbox 419: Your subscription payment failed. Update billing at bank-verify-now.io within 12 hours or lose access.,Phishing
EM-0420,shop-retail.com,"Hi team, sprint 1 review is scheduled for Monday at 3pm in conference room A. Agenda attached.",Legitimate
EM-0421,secure-login-update.net,Invoice INV-8421 is overdue. Confirm your password on invoice-pay-center.biz to avoid legal action by Tuesday.,Phishing
EM-0422,invoice-pay-center.biz,Security alert #422: unusual sign-in detected in region 9. Reset your banking PIN now before funds are locked.,Phishing
EM-0423,company.com,Project kickoff notes for initiative P-423 are in /shared/projects/23. Please review action items by EOD.,Legitimate
EM-0424,company.com,IT ticket #1424 resolved. Your laptop patch KB-24 installed successfully. Contact helpdesk with questions.,Legitimate
EM-0425,university.edu,"Hi team, sprint 6 review is scheduled for Monday at 8pm in conference room F. Agenda attached.",Legitimate
EM-0426,company.com,Your order #48426 has shipped via route 6. Track delivery in your account dashboard. Thank you for your purchase.,Legitimate
EM-0427,company.com,Reminder REF-427: annual benefits enrollment closes Wednesday. Visit the HR portal to update your selections.,Legitimate
EM-0428,invoice-pay-center.biz,Congratulations! Prize code WIN-428 expires in 5 hours. Provide card details at account-alert-secure.com to claim.,Phishing
EM-0429,university.edu,IT ticket #1429 resolved. Your laptop patch KB-29 installed successfully. Contact helpdesk with questions.,Legitimate
EM-0430,shop-retail.com,"Hi team, sprint 11 review is scheduled for Monday at 2pm in conference room E. Agenda attached.",Legitimate
EM-0431,secure-login-update.net,Invoice INV-8431 is overdue. Confirm your password on invoice-pay-center.biz to avoid legal action by Tuesday.,Phishing
EM-0432,hr-portal.org,Reminder REF-432: annual benefits enrollment closes Wednesday. Visit the HR portal to update your selections.,Legitimate
EM-0433,shop-retail.com,Project kickoff notes for initiative P-433 are in /shared/projects/33. Please review action items by EOD.,Legitimate
EM-0434,bank-verify-now.io,Mailbox 434: Your subscription payment failed. Update billing at bank-verify-now.io within 3 hours or lose access.,Phishing
EM-0435,account-alert-secure.com,URGENT EM-0435: Account user-435 suspended in 13 hours. Verify credentials at secure-login-update.net immediately.,Phishing
EM-0436,invoice-pay-center.biz,Invoice INV-8436 is overdue. Confirm your password on invoice-pay-center.biz to avoid legal action by Tuesday.,Phishing
EM-0437,hr-portal.org,Reminder REF-437: annual benefits enrollment closes Wednesday. Visit the HR portal to update your selections.,Legitimate
EM-0438,university.edu,Project kickoff notes for initiative P-438 are in /shared/projects/38. Please review action items by EOD.,Legitimate
EM-0439,hr-portal.org,IT ticket #1439 resolved. Your laptop patch KB-39 installed successfully. Contact helpdesk with questions.,Legitimate
EM-0440,secure-login-update.net,URGENT EM-0440: Account user-440 suspended in 18 hours. Verify credentials at secure-login-update.net immediately.,Phishing
EM-0441,shop-retail.com,Your order #48441 has shipped via route 1. Track delivery in your account dashboard. Thank you for your purchase.,Legitimate
EM-0442,shop-retail.com,Reminder REF-442: annual benefits enrollment closes Wednesday. Visit the HR portal to update your selections.,Legitimate
EM-0443,account-alert-secure.com,Congratulations! Prize code WIN-443 expires in 5 hours. Provide card details at account-alert-secure.com to claim.,Phishing
EM-0444,university.edu,IT ticket #1444 resolved. Your laptop patch KB-44 installed successfully. Contact helpdesk with questions.,Legitimate
EM-0445,hr-portal.org,"Hi team, sprint 2 review is scheduled for Monday at 6pm in conference room B. Agenda attached.",Legitimate
EM-0446,shop-retail.com,Your order #48446 has shipped via route 6. Track delivery in your account dashboard. Thank you for your purchase.,Legitimate
EM-0447,company.com,Reminder REF-447: annual benefits enrollment closes Wednesday. Visit the HR portal to update your selections.,Legitimate
EM-0448,hr-portal.org,Project kickoff notes for initiative P-448 are in /shared/projects/48. Please review action items by EOD.,Legitimate
EM-0449,secure-login-update.net,Mailbox 449: Your subscription payment failed. Update billing at bank-verify-now.io within 6 hours or lose access.,Phishing
EM-0450,secure-login-update.net,URGENT EM-0450: Account user-450 suspended in 28 hours. Verify credentials at secure-login-update.net immediately.,Phishing
EM-0451,invoice-pay-center.biz,Invoice INV-8451 is overdue. Confirm your password on invoice-pay-center.biz to avoid legal action by Tuesday.,Phishing
